Seed was:  1322998564246784757
1322998564246784757
89.54358100891113
         99955905 function calls (99935444 primitive calls) in 102.775 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 enum.py:971(__or__)
      109    0.000    0.000    0.001    0.000 enum.py:977(__and__)
        2    0.000    0.000    0.000    0.000 epsilon_greedy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 epsilon_greedy.py:6(EpsilonGreedy)
        1    0.000    0.000    0.000    0.000 epsilon_greedy.py:7(EpsilonGreedyRegressor)
        1    0.000    0.000    0.002    0.002 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 estimator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 estimator.py:7(Estimator)
        1    0.000    0.000    0.010    0.010 eval.py:1(<module>)
        1    0.000    0.000    0.001    0.001 evaluate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eventloop.py:1(<module>)
        1    0.000    0.000    0.005    0.005 ewa.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewa.py:12(EWARegressor)
        1    0.000    0.000    0.012    0.012 ewm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:127(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewm.py:831(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 ewm.py:864(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewmean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewmean.py:4(EWMean)
        1    0.000    0.000    0.000    0.000 ewvar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewvar.py:4(EWVar)
        1    0.000    0.000    0.000    0.000 exact_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exact_match.py:8(ExactMatch)
        1    0.000    0.000    0.002    0.002 excel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:439(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 excel.py:53(ExcelCell)
        1    0.000    0.000    0.000    0.000 excel.py:74(CssExcelCell)
        1    0.000    0.000    0.000    0.000 excel.py:96(CSSToExcelConverter)
        2    0.000    0.000    0.001    0.001 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:105(FitFailedWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:117(NonBLASDotWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:129(SkipTestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:138(UndefinedMetricWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(PositiveSpectrumWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(NotFittedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(ChangedBehaviorWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:54(ConvergenceWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(DataConversionWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(DataDimensionalityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(EfficiencyWarning)
        2    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executor.py:108(_TestingMemmappingExecutor)
        1    0.000    0.000    0.000    0.000 executor.py:23(MemmappingExecutor)
        1    0.000    0.000    0.000    0.000 exhaustive_splitter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exhaustive_splitter.py:166(ExhaustiveNode)
        1    0.000    0.000    0.000    0.000 exhaustive_splitter.py:7(ExhaustiveSplitter)
        1    0.000    0.000    0.002    0.002 exp_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exp_family.py:5(ExponentialFamily)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:45(Expanding)
        1    0.000    0.000    0.000    0.000 expanding.py:788(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 exponential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:9(Exponential)
        1    0.000    0.000    0.006    0.006 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
      120    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
      124    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      119    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
      162    0.000    0.000    0.000    0.000 expr.py:256(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:273(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:283(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:297(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:322(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:327(f)
        1    0.000    0.000    0.000    0.000 expr.py:341(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:385(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expr.py:757(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:775(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:781(Expr)
        1    0.000    0.000    0.002    0.002 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:41(set_use_numexpr)
        1    0.000    0.000    0.002    0.002 extbuild.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       14    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
       14    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
        1    0.000    0.000    0.000    0.000 extension.py:135(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:177(NDArrayBackedExtensionIndex)
      120    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
        1    0.000    0.000    0.004    0.004 extmath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:5(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1465(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1495(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1513(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.008    0.008 extremely_fast_decision_tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extremely_fast_decision_tree.py:20(ExtremelyFastDecisionTreeClassifier)
        1    0.000    0.000    0.005    0.005 fake_quantize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:225(FixedQParamsFakeQuantize)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:256(FusedMovingAvgObsFakeQuantize)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:35(FakeQuantizeBase)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:83(FakeQuantize)
        1    0.000    0.000    0.000    0.000 fbeta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fbeta.py:141(MicroFBeta)
        1    0.000    0.000    0.000    0.000 fbeta.py:19(FBeta)
        1    0.000    0.000    0.000    0.000 fbeta.py:193(WeightedFBeta)
        1    0.000    0.000    0.000    0.000 fbeta.py:259(MultiFBeta)
        1    0.000    0.000    0.000    0.000 fbeta.py:336(F1)
        1    0.000    0.000    0.000    0.000 fbeta.py:370(MacroF1)
        1    0.000    0.000    0.000    0.000 fbeta.py:406(MicroF1)
        1    0.000    0.000    0.000    0.000 fbeta.py:444(WeightedF1)
        1    0.000    0.000    0.000    0.000 fbeta.py:76(MacroFBeta)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_hash.py:1(<module>)
     3788   10.908    0.003   10.908    0.003 feature_hash.py:101(lower)
        1    0.000    0.000    0.000    0.000 feature_hash.py:108(FeatureNumericalHash)
        1    0.000    0.000    0.004    0.004 feature_hash.py:109(__init__)
  4600000    3.163    0.000    5.832    0.000 feature_hash.py:11(counts_to_anom)
   100000    7.177    0.000   11.649    0.000 feature_hash.py:115(insert)
   100000    5.917    0.000   13.694    0.000 feature_hash.py:136(get_count)
  7800000    2.644    0.000    3.445    0.000 feature_hash.py:160(hash)
  7792740    1.218    0.000    1.218    0.000 feature_hash.py:166(normalize)
        1    0.000    0.000    0.004    0.004 feature_hash.py:169(clear)
        1    0.000    0.000    0.002    0.002 feature_hash.py:170(<listcomp>)
        1    0.000    0.000    0.002    0.002 feature_hash.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 feature_hash.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 feature_hash.py:174(<listcomp>)
     3788   28.657    0.008   28.657    0.008 feature_hash.py:176(lower)
        1    0.000    0.000    0.000    0.000 feature_hash.py:21(FeatureHash)
        1    0.000    0.000    0.005    0.005 feature_hash.py:22(__init__)
   100000    0.109    0.000   13.692    0.000 feature_hash.py:31(insert)
   100000    0.109    0.000   17.692    0.000 feature_hash.py:35(get_count)
     3788    0.015    0.000   39.580    0.010 feature_hash.py:42(lower)
        1    0.000    0.000    0.000    0.000 feature_hash.py:47(FeatureCategorialHash)
        1    0.000    0.000    0.001    0.001 feature_hash.py:48(__init__)
        1    0.000    0.000    0.000    0.000 feature_hash.py:62(init_hash)
        1    0.000    0.000    0.000    0.000 feature_hash.py:63(<listcomp>)
        1    0.000    0.000    0.000    0.000 feature_hash.py:65(<listcomp>)
  2800000    1.457    0.000    1.457    0.000 feature_hash.py:68(hash)
   100000    1.224    0.000    1.933    0.000 feature_hash.py:76(insert)
   100000    1.687    0.000    3.890    0.000 feature_hash.py:83(get_count)
        1    0.000    0.000    0.001    0.001 feature_hash.py:95(clear)
        1    0.000    0.000    0.001    0.001 feature_hash.py:96(<listcomp>)
        7    0.000    0.000    0.001    0.000 feature_hash.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 feature_hasher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_hasher.py:11(FeatureHasher)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.011    0.011 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 fetch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:43(_MapDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.001    0.001 ffm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffm.py:119(FFMRegressor)
        1    0.000    0.000    0.000    0.000 ffm.py:15(FFM)
        1    0.000    0.000    0.000    0.000 ffm.py:267(FFMClassifier)
        1    0.000    0.000    0.001    0.001 file_structure_representation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:7(Directory)
        1    0.000    0.000    0.000    0.000 filelister.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filelister.py:7(FileListerIterDataPipe)
        1    0.000    0.000    0.000    0.000 fileopener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fileopener.py:68(FileLoaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 fileopener.py:8(FileOpenerIterDataPipe)
        1    0.000    0.000    0.000    0.000 filters.py:5(<module>)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:1(<module>)
