Seed was:  1322998564246784757
1322998564246784757
89.54358100891113
         99955905 function calls (99935444 primitive calls) in 102.775 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 count.py:4(Count)
        1    0.000    0.000    0.002    0.002 cov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cov.py:144(RollingCov)
        1    0.000    0.000    0.000    0.000 cov.py:8(Cov)
        1    0.000    0.000    0.000    0.000 cov_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cov_matrix.py:9(CovMatrix)
        1    0.000    0.000    0.000    0.000 credit_card.py:1(<module>)
        1    0.000    0.000    0.000    0.000 credit_card.py:6(CreditCard)
        1    0.000    0.000    0.000    0.000 cross_entropy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cross_entropy.py:8(CrossEntropy)
        1    0.000    0.000    0.000    0.000 csc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css.py:10(CSSWarning)
        5    0.000    0.000    0.000    0.000 css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 css.py:30(CSSResolver)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.001    0.001 csv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:363(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:374(<dictcomp>)
        1    0.000    0.000    0.000    0.000 data.py:5(<module>)
        1    0.000    0.000    0.000    0.000 data_conversion.py:1(<module>)
        1    0.000    0.000    0.002    0.002 data_parallel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data_parallel.py:40(DataParallel)
       23    0.000    0.000    0.016    0.001 dataclasses.py:1012(wrap)
        7    0.000    0.000    0.005    0.001 dataclasses.py:1170(make_dataclass)
        7    0.000    0.000    0.000    0.000 dataclasses.py:1231(<lambda>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:162(__repr__)
       67    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
       23    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
       67    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
       56    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
       53    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
       97    0.001    0.000    0.010    0.000 dataclasses.py:377(_create_fn)
      325    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
       67    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
       67    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
       67    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
       23    0.000    0.000    0.004    0.000 dataclasses.py:489(_init_fn)
       23    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
       23    0.000    0.000    0.002    0.000 dataclasses.py:539(_repr_fn)
       23    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        8    0.000    0.000    0.002    0.000 dataclasses.py:550(_frozen_get_del_attr)
       24    0.000    0.000    0.000    0.000 dataclasses.py:554(<genexpr>)
       27    0.000    0.000    0.003    0.000 dataclasses.py:575(_cmp_fn)
        8    0.000    0.000    0.000    0.000 dataclasses.py:589(_hash_fn)
       79    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
       79    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
       50    0.000    0.000    0.000    0.000 dataclasses.py:612(_is_type)
       67    0.000    0.000    0.001    0.000 dataclasses.py:671(_get_field)
       89    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
       15    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        8    0.000    0.000    0.000    0.000 dataclasses.py:770(_hash_add)
        8    0.000    0.000    0.000    0.000 dataclasses.py:771(<listcomp>)
       23    0.001    0.000    0.016    0.001 dataclasses.py:809(_process_class)
       23    0.000    0.000    0.001    0.000 dataclasses.py:863(<listcomp>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:959(<listcomp>)
       23    0.000    0.000    0.009    0.000 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.000    0.000 dataframe_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_wrapper.py:21(PandasWrapper)
        1    0.000    0.000    0.001    0.001 dataframes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframes.py:105(CaptureVariable)
        1    0.000    0.000    0.000    0.000 dataframes.py:132(CaptureGetItem)
        1    0.000    0.000    0.000    0.000 dataframes.py:14(DataFrameTracedOps)
        1    0.000    0.000    0.000    0.000 dataframes.py:148(CaptureSetItem)
        1    0.000    0.000    0.000    0.000 dataframes.py:167(CaptureAdd)
        1    0.000    0.000    0.000    0.000 dataframes.py:183(CaptureMul)
        1    0.000    0.000    0.000    0.000 dataframes.py:199(CaptureSub)
        1    0.000    0.000    0.000    0.000 dataframes.py:215(CaptureGetAttr)
        1    0.000    0.000    0.000    0.000 dataframes.py:241(CaptureInitial)
        1    0.000    0.000    0.000    0.000 dataframes.py:249(CaptureDataFrame)
        1    0.000    0.000    0.000    0.000 dataframes.py:253(CaptureDataFrameWithDataPipeOps)
        1    0.000    0.000    0.000    0.000 dataframes.py:29(Capture)
        1    0.000    0.000    0.000    0.000 dataframes.py:294(DataFrameTracer)
        1    0.000    0.000    0.000    0.000 dataframes.py:81(CaptureF)
        1    0.000    0.000    0.000    0.000 dataframes.py:89(CaptureCall)
        1    0.000    0.000    0.000    0.000 dataframes.py:97(CaptureVariableAssign)
        1    0.000    0.000    0.008    0.008 dataloader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataloader.py:47(_DatasetKind)
        1    0.000    0.000    0.000    0.000 dataloader.py:493(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataloader.py:559(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataloader.py:576(_MultiProcessingDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataloader.py:59(_InfiniteConstantSampler)
        1    0.000    0.000    0.001    0.001 dataloader.py:75(DataLoader)
        1    0.000    0.000    0.000    0.000 dataloader_experimental.py:14(_ThreadingDataLoader2)
        1    0.000    0.000    0.029    0.029 dataloader_experimental.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dataloader_experimental.py:63(DataLoader2)
        1    0.000    0.000    0.001    0.001 datapipes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datapipes.py:10(DataFramesAsTuplesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:101(ExampleAggregateAsDataFrames)
        1    0.000    0.000    0.000    0.000 datapipes.py:21(PerRowDataFramesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:32(ConcatDataFramesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:49(ShuffleDataFramesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:73(FilterDataFramesPipe)
        1    0.000    0.000    0.002    0.002 dataset.py:1(<module>)
        5    0.000    0.000    0.000    0.000 dataset.py:123(register_datapipe_as_function)
        1    0.000    0.000    0.000    0.000 dataset.py:136(IterableDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:248(IterDataPipe)
       21    0.000    0.000    0.000    0.000 dataset.py:306(register_datapipe_as_function)
        1    0.000    0.000    0.000    0.000 dataset.py:33(DataChunk)
        1    0.000    0.000    0.000    0.000 dataset.py:349(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 dataset.py:354(TensorDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:375(ConcatDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:425(ChainDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:453(Subset)
        1    0.000    0.000    0.000    0.000 dataset.py:51(Dataset)
        1    0.000    0.000    0.000    0.000 dataset.py:78(MapDataPipe)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.003    0.003 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1145(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        2    0.000    0.000    0.008    0.004 datetimelike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:139(InvalidComparison)
        1    0.000    0.000    0.000    0.000 datetimelike.py:148(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1542(DatelikeOps)
        1    0.000    0.000    0.001    0.001 datetimelike.py:1738(TimelikeOps)
        1    0.000    0.000    0.000    0.000 datetimelike.py:375(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:77(DatetimeIndexOpsMixin)
        3    0.000    0.000    0.018    0.006 datetimes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimes.py:108(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 datetimes.py:110(<listcomp>)
       19    0.000    0.000    0.000    0.000 datetimes.py:114(_field_accessor)
        1    0.000    0.000    0.000    0.000 datetimes.py:154(DatetimeArray)
        1    0.000    0.000    0.000    0.000 daviesbouldin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 daviesbouldin.py:8(DaviesBouldin)
        1    0.000    0.000    0.000    0.000 dbstream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbstream.py:404(DBSTREAMMicroCluster)
        1    0.000    0.000    0.000    0.000 dbstream.py:8(DBSTREAM)
        1    0.000    0.000    0.000    0.000 ddm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ddm.py:7(DDM)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:104(ImageHandler)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:226(MatHandler)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:259(Decoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        2    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 decoder.py:4(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:5(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
       11    0.000    0.000    0.002    0.000 decorator.py:177(create)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        9    0.000    0.000    0.002    0.000 decorator.py:200(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:107(skipif)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.006    0.006 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 denstream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 denstream.py:130(BufferItem)
        1    0.000    0.000    0.000    0.000 denstream.py:391(DenStreamMicroCluster)
        1    0.000    0.000    0.000    0.000 denstream.py:9(DenStream)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        9    0.000    0.000    0.000    0.000 deprecation.py:110(_update_doc)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
        9    0.000    0.000    0.000    0.000 deprecation.py:34(__init__)
        9    0.000    0.000    0.000    0.000 deprecation.py:37(__call__)
        2    0.000    0.000    0.000    0.000 deprecation.py:58(_decorate_class)
      409    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        4    0.000    0.000    0.000    0.000 deprecation.py:78(_decorate_fun)
        1    0.000    0.000    0.000    0.000 deprecation.py:8(deprecated)
      409    0.001    0.000    0.004    0.000 deprecation.py:9(wrap)
        3    0.000    0.000    0.000    0.000 deprecation.py:97(_decorate_property)
        1    0.000    0.000    0.026    0.026 describe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:137(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:98(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 dia.py:5(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        1    0.000    0.000    0.000    0.000 dirichlet.py:29(Dirichlet)
        1    0.000    0.000    0.019    0.019 disk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        2    0.000    0.000    0.027    0.013 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1653(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1680(CDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1706(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1731(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1756(MetricInfo)
       12    0.000    0.000    0.000    0.000 distance.py:1774(<lambda>)
        1    0.000    0.000    0.000    0.000 distance.py:1951(<dictcomp>)
       52    0.000    0.000    0.000    0.000 distance.py:1952(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1958(<dictcomp>)
        1    0.000    0.000    0.000    0.000 distance.py:46(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 distance.py:7(PairwiseDistance)
        2    0.000    0.000    0.004    0.002 distributed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:12(DistributedSampler)
        1    0.000    0.000    0.000    0.000 distributed.py:132(_BufferCommHookLocation)
        1    0.000    0.000    0.000    0.000 distributed.py:136(_BufferCommHook)
        1    0.000    0.000    0.000    0.000 distributed.py:146(_DDPSink)
        1    0.000    0.000    0.000    0.000 distributed.py:173(_DDPJoinHook)
        1    0.000    0.000    0.000    0.000 distributed.py:232(DistributedDataParallel)
        1    0.000    0.000    0.003    0.003 distributed_c10d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:1009(P2POp)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:166(_reduce_op)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:174(__init__)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:191(group)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:196(GroupMember)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:87(Backend)
        1    0.000    0.000    0.001    0.001 distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distribution.py:8(Distribution)
        1    0.000    0.000    0.372    0.372 distributions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 dlpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dlpack.py:10(DLDeviceType)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
       16    0.000    0.000    0.001    0.000 doc.py:102(window_agg_numba_parameters)
      165    0.000    0.000    0.000    0.000 doc.py:9(create_section_header)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
      383    0.033    0.000    0.086    0.000 doccer.py:10(docformat)
        5    0.000    0.000    0.000    0.000 doccer.py:126(extend_notes_in_docstring)
        5    0.000    0.000    0.000    0.000 doccer.py:133(_doc)
        3    0.000    0.000    0.000    0.000 doccer.py:150(replace_notes_in_docstring)
        3    0.000    0.000    0.000    0.000 doccer.py:157(_doc)
      401    0.013    0.000    0.022    0.000 doccer.py:177(indentcount_lines)
        2    0.000    0.000    0.000    0.000 doccer.py:202(filldoc)
       40    0.000    0.000    0.006    0.000 doccer.py:222(decorate)
        2    0.000    0.000    0.000    0.000 doccer.py:228(unindent_dict)
       23    0.000    0.000    0.000    0.000 doccer.py:236(unindent_string)
        1    0.000    0.000    0.000    0.000 doccer.py:4(<module>)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dop.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.000    0.000 drift_detector.py:1(<module>)
        4    0.000    0.000    0.000    0.000 drift_detector.py:11(__init__)
        1    0.000    0.000    0.000    0.000 drift_detector.py:8(DriftDetector)
        2    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dropout.py:103(Dropout3d)
        1    0.000    0.000    0.000    0.000 dropout.py:145(AlphaDropout)
        1    0.000    0.000    0.000    0.000 dropout.py:187(FeatureAlphaDropout)
        1    0.000    0.000    0.000    0.000 dropout.py:24(Dropout)
        1    0.000    0.000    0.000    0.000 dropout.py:4(Dropout)
        1    0.000    0.000    0.000    0.000 dropout.py:61(Dropout2d)
        1    0.000    0.000    0.000    0.000 dropout.py:7(_DropoutNd)
        1    0.000    0.000    0.000    0.000 dsolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtype.py:42(SparseDtype)
        1    0.000    0.000    0.002    0.002 dtypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dtypes.py:1017(IntervalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:111(CategoricalDtypeType)
       17    0.000    0.000    0.000    0.000 dtypes.py:1144(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:119(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1271(PandasDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:300(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:625(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:69(PandasExtensionDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:732(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:801(PeriodDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:891(construct_from_string)
        1    0.000    0.000    0.000    0.000 dummy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dummy.py:13(NoChangeClassifier)
        1    0.000    0.000    0.000    0.000 dummy.py:136(StatisticRegressor)
        1    0.000    0.000    0.000    0.000 dummy.py:78(PriorClassifier)
        1    0.000    0.000    0.004    0.004 dyld.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dylib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 easter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ebst_splitter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ebst_splitter.py:11(EBSTSplitter)
        1    0.000    0.000    0.000    0.000 ebst_splitter.py:245(EBSTNode)
        1    0.000    0.000    0.000    0.000 eddm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eddm.py:6(EDDM)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:18(BaseEFDTLeaf)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:230(EFDTLeafMajorityClass)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:250(EFDTLeafNaiveBayes)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:271(EFDTLeafNaiveBayesAdaptive)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:292(EFDTNominalBinaryBranch)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:297(EFDTNominalMultiwayBranch)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:302(EFDTNumericBinaryBranch)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:307(EFDTNumericMultiwayBranch)
        1    0.000    0.000    0.000    0.000 efdtc_nodes.py:69(BaseEFDTBranch)
        1    0.000    0.000    0.000    0.000 eigen.py:5(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 elec2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 elec2.py:6(Elec2)
        2    0.000    0.000    0.000    0.000 embedding_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:175(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:67(Embedding)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:7(Embedding)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:73(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:8(EmbeddingPackedParams)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.009    0.009 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:23(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:46(AbstractEngine)
        1    0.000    0.000    0.001    0.001 ensemble.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ensemble.py:10(Ensemble)
        1    0.000    0.000    0.000    0.000 ensemble.py:37(WrapperEnsemble)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entropy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entropy.py:7(Entropy)
        4    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
        9    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
      618    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
       37    0.000    0.000    0.001    0.000 enum.py:164(__prepare__)
       37    0.008    0.000    0.014    0.000 enum.py:179(__new__)
       37    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
      742    0.000    0.000    0.001    0.000 enum.py:22(_is_dunder)
       37    0.001    0.000    0.001    0.000 enum.py:221(<setcomp>)
       68    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:259(<genexpr>)
      742    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
     2054    0.002    0.000    0.007    0.000 enum.py:358(__call__)
       37    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        1    0.000    0.000    0.000    0.000 enum.py:431(__getitem__)
        5    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
       41    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
      742    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
       17    0.000    0.000    0.000    0.000 enum.py:443(__members__)
      835    0.001    0.000    0.001    0.000 enum.py:462(__setattr__)
       15    0.000    0.000    0.005    0.000 enum.py:475(_create_)
       13    0.000    0.000    0.007    0.001 enum.py:528(_convert_)
       13    0.000    0.000    0.002    0.000 enum.py:545(<listcomp>)
      136    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
       37    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 enum.py:57(_make_class_unpicklable)
       89    0.000    0.000    0.001    0.000 enum.py:571(_get_mixins_)
       89    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
       37    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
     2039    0.001    0.000    0.001    0.000 enum.py:670(__new__)
        5    0.000    0.000    0.000    0.000 enum.py:715(_generate_next_value_)
     1276    0.000    0.000    0.000    0.000 enum.py:792(value)
       37    0.000    0.000    0.000    0.000 enum.py:81(__init__)
      742    0.002    0.000    0.005    0.000 enum.py:88(__setitem__)
        4    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        4    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
